Format version	Start date	End date	Sender	Recipient	Aggregator	Disclaimer
1	10/01/12	10/31/12	Spotify	The Recording Consort	The Recording Consort	Confidential
Country	Label	Product	URI	UPC	EAN	ISRC	Track name	Artist name	Composer name	Album name	Quantity	USD Payable
FI	Videophonic	A	spotify:track:449TiAvJpliqZbaDWm6vBd		7502258850732	MX2831200032	Concierto de Brandenburgo No. 3, II. Adagio	Antonio Mendez	N/A	150 años de arte barroco	3	0.004659677419354838709677419356
US	Videophonic	U	spotify:track:449TiAvJpliqZbaDWm6vBd		7502258850732	MX2831200032	Concierto de Brandenburgo No. 3, II. Adagio	Antonio Mendez	N/A	150 años de arte barroco	1	0.005071917808219178082191780822
ES	Videophonic	U	spotify:track:449TiAvJpliqZbaDWm6vBd		7502258850732	MX2831200032	Concierto de Brandenburgo No. 3, II. Adagio	Antonio Mendez	N/A	150 años de arte barroco	1	0.003887350054525627044711014177
NO	Videophonic	P	spotify:track:449TiAvJpliqZbaDWm6vBd		7502258850732	MX2831200032	Concierto de Brandenburgo No. 3, II. Adagio	Antonio Mendez	N/A	150 años de arte barroco	1	0.01109275362318840579710144928
ES	Videophonic	A	spotify:track:449TiAvJpliqZbaDWm6vBd		7502258850732	MX2831200032	Concierto de Brandenburgo No. 3, II. Adagio	Antonio Mendez	N/A	150 años de arte barroco	7	0.02721102172164119066773934030
ES	Cantus Records	A	spotify:track:4W2eHA7f4TODvggNWMFVxd		7502258850282	MX2831000139	Elle l'a pris	Concerto Palatino, Concerto Palatino, Currende Consort, Erik van Nevel, J. Prioris, Currende Consor	N/A	Vous ou la mort: Flemish courtly love songs, 15th c.	1	0.003887288817377312952534191472
GB	Cantus Records	A	spotify:track:4W2eHA7f4TODvggNWMFVxd		7502258850282	MX2831000139	Elle l'a pris	Concerto Palatino, Concerto Palatino, Currende Consort, Erik van Nevel, J. Prioris, Currende Consor	N/A	Vous ou la mort: Flemish courtly love songs, 15th c.	1	0.004871084337349397590361445783
ES	Quindecim Recordings	A	spotify:track:58fKkuGkHmfLqFQbuOBlA5		7509708051596	MX2831200212	Si Mi Voz Muriera En Tierra	Rufino Montero, Solistas del Instituto Nacional de Bellas Artes, Carlos Jiménez Mabarak	N/A	Carlos Jiménez Mabarak: Obras Corales	1	0.003887288817377312952534191472
US	Videophonic	A	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	4	0.004171938168846611177170035672
US	Videophonic	P	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	1	0.007584249084249084249084249084
SE	Videophonic	P	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	5	0.04097285067873303167420814480
NL	Videophonic	P	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	1	0.009141525423728813559322033898
US	Videophonic	U	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	1	0.005071917808219178082191780822
ES	Videophonic	T	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	1	0.01668181818181818181818181818
AU	Videophonic	A	spotify:track:5nYoxM1I0DhRQ2eeKJUK5Z		7502258850619	MX2831001066	Just friends	Alejandro Corona	N/A	BlueMoods	1	0.0042
FR	Cantus Records	A	spotify:track:5zW2yd7yb5B2CPKtaCbLqn		7502258850145	MX2831000297	Esperance	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	1	0.001854945054945054945054945055
US	Cantus Records	A	spotify:track:5zW2yd7yb5B2CPKtaCbLqn		7502258850145	MX2831000297	Esperance	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	2	0.002085969084423305588585017836
CH	Cantus Records	A	spotify:track:5zW2yd7yb5B2CPKtaCbLqn		7502258850145	MX2831000297	Esperance	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	1	0.002926984126984126984126984127
US	Quindecim Recordings	P	spotify:track:5LP282GtXOIWsy6wEhYc3U		7509708990321	MX2831200367	Concerto in F Minor Op. VIII No. 4 "L' Inverno": II. Andante	Camerata Aguascalientes, Rafael Machado, Horacio Franco, Eugenia Ramírez, Antonio Vivaldi	N/A	IL Gardellino	1	0.007584249084249084249084249084
ES	Quindecim Recordings	A	spotify:track:5LP282GtXOIWsy6wEhYc3U		7509708990321	MX2831200367	Concerto in F Minor Op. VIII No. 4 "L' Inverno": II. Andante	Camerata Aguascalientes, Rafael Machado, Horacio Franco, Eugenia Ramírez, Antonio Vivaldi	N/A	IL Gardellino	2	0.007774577634754625905068382944
ES	Quindecim Recordings	A	spotify:track:6dNuLsXHkitN3kV22OdP4O		7509708000440	MX2831200735	Invocationes Mariae: II. A La Virgen Asunta	Alberto Cruzprieto, Lourdes Ambriz, Gerhart Muench	N/A	Canciones Arcaicas	8	0.03109831053901850362027353178
ES	Quindecim Recordings	P	spotify:track:6dNuLsXHkitN3kV22OdP4O		7509708000440	MX2831200735	Invocationes Mariae: II. A La Virgen Asunta	Alberto Cruzprieto, Lourdes Ambriz, Gerhart Muench	N/A	Canciones Arcaicas	1	0.003887424633936261843238587425
US	Quindecim Recordings	A	spotify:track:6dNuLsXHkitN3kV22OdP4O		7509708000440	MX2831200735	Invocationes Mariae: II. A La Virgen Asunta	Alberto Cruzprieto, Lourdes Ambriz, Gerhart Muench	N/A	Canciones Arcaicas	1	0.001042984542211652794292508918
ES	Quindecim Recordings	U	spotify:track:0qkJfrJTD3dFHYHYtlXdeF		7509708970194	MX2831201564	Valentina	Gustavo Rivero Weber, Manuel Maria Ponce	N/A	Música Mexicana para Piano Vol. 3	1	0.003887350054525627044711014177
ES	Quindecim Recordings	U	spotify:track:0NZSeTK6ALN0ZVWAr4DVF3		7509708970194	MX2831201570	Danza Cubana No. 18	Gustavo Rivero Weber, Mario Ruiz Armengol	N/A	Música Mexicana para Piano Vol. 3	1	0.003887350054525627044711014177
SE	Cantus Records	P	spotify:track:0ZwIVRREpmxongNjYqOLmk		7502258850152	MX2831000308	Dolcissimi respiri (a 4)	Barbara Strozzi, La Venexiana, La Venexiana	N/A	Barbara Strozzi: Primo Libro de’ Madrigali (1644)	1	0.008194570135746606334841628959
ES	Videophonic	A	spotify:track:1hkKrSTZvRj3CI2yahPdwc		7502258850572	MX2831001097	Estudio para piano No. 1 Op. 25 en La bemol mayor	Alejandro Corona	N/A	Los Románticos Vol I	1	0.003887288817377312952534191472
GB	Cantus Records	U	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	1	0.006689834515366430260047281324
GB	Cantus Records	P	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	4	0.05025192307692307692307692308
US	Cantus Records	A	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	1	0.001042984542211652794292508918
ES	Cantus Records	A	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	36	0.1399423974255832662912308930
FR	Cantus Records	U	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	1	0.004261538461538461538461538462
ES	Cantus Records	U	spotify:track:1C2utr0P76GdDkZdaNebKp		7502258850213	MX2831000470	Soneto XV	Juan Carlos Rivera, Enríquez de Valderrábano	N/A	Tañer de Gala: Vihuela Music	2	0.007774700109051254089422028354
DE	Quindecim Recordings	A	spotify:track:1Elz6PCRWx3B8BvHDF4dSd		7509708091981	MX2831200415	Lo que Vendrá	Orquesta Mexicana de Tango, Eugenia Leon, Cesar Olguin, Astor Piazzolla	N/A	Orquesta Mexicana de Tango & Cesar Olguín	1	0.003887596899224806201550387597
US	Quindecim Recordings	P	spotify:track:1Elz6PCRWx3B8BvHDF4dSd		7509708091981	MX2831200415	Lo que Vendrá	Orquesta Mexicana de Tango, Eugenia Leon, Cesar Olguin, Astor Piazzolla	N/A	Orquesta Mexicana de Tango & Cesar Olguín	2	0.01516849816849816849816849817
US	Quindecim Recordings	A	spotify:track:1Elz6PCRWx3B8BvHDF4dSd		7509708091981	MX2831200415	Lo que Vendrá	Orquesta Mexicana de Tango, Eugenia Leon, Cesar Olguin, Astor Piazzolla	N/A	Orquesta Mexicana de Tango & Cesar Olguín	2	0.002085969084423305588585017836
US	Tlen Huicani	A	spotify:track:1HYJqBgEtu6RT69apxwEOv		7502258850398	MX2831000831	Qué bonita es mi tierra	Tlen Huicani, Rubén Fuentes	N/A	De México a Paraguay	2	0.002085969084423305588585017836
US	Tlen Huicani	P	spotify:track:1HYJqBgEtu6RT69apxwEOv		7502258850398	MX2831000831	Qué bonita es mi tierra	Tlen Huicani, Rubén Fuentes	N/A	De México a Paraguay	1	0.007584249084249084249084249084
ES	Quindecim Recordings	A	spotify:track:2jWt1TrQI9ZnMAouYlfdYB		7509708072041	MX2831200144	All'Elevazione en ut majeur	Raúl Zambrano, Cuarteto de Guitarras Manuel M. Ponce, Domenico Zipoli	N/A	Elevación y Folía	1	0.003887288817377312952534191472
US	Tlen Huicani	P	spotify:track:2tTXGco97si56sL1xRDtMP		7502258850404	MX2831000854	El jaqueton	Tlen Huicani, Public Domain	N/A	Pasión Jarocha	4	0.03033699633699633699633699634
US	Tlen Huicani	A	spotify:track:2tTXGco97si56sL1xRDtMP		7502258850404	MX2831000854	El jaqueton	Tlen Huicani, Public Domain	N/A	Pasión Jarocha	5	0.005214922711058263971462544590
US	Cantus Records	A	spotify:track:3sFz9lKspXx8udS6KRAp9t		7502258850145	MX2831000303	Quant leur consaus fu affinez...	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	2	0.002085969084423305588585017836
ES	Cantus Records	A	spotify:track:3sFz9lKspXx8udS6KRAp9t		7502258850145	MX2831000303	Quant leur consaus fu affinez...	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	1	0.003887288817377312952534191472
CH	Cantus Records	A	spotify:track:3sFz9lKspXx8udS6KRAp9t		7502258850145	MX2831000303	Quant leur consaus fu affinez...	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	1	0.002926984126984126984126984127
FR	Cantus Records	P	spotify:track:3sFz9lKspXx8udS6KRAp9t		7502258850145	MX2831000303	Quant leur consaus fu affinez...	Dominique Vellard, Ensemble Gilles Binchois, Ensemble Gilles Binchois, Guillaume de Machaut	N/A	Guillaume de Machaut: Le Jugement du Roi de Navarre	1	0.008453275109170305676855895197
US	iTinerant Classics	A	spotify:track:3LsDkvrY6KMrBafzxUNbMX		7502258850725	MX2831200024	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93 II. Allegro	Carlos Miguel Prieto, YOA Orchestra of the Americas, YOA Orchestra of the Americas, Dimitri Shotakovich, The Recording Consort	N/A	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93	1	0.001042984542211652794292508918
US	iTinerant Classics	P	spotify:track:3LsDkvrY6KMrBafzxUNbMX		7502258850725	MX2831200024	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93 II. Allegro	Carlos Miguel Prieto, YOA Orchestra of the Americas, YOA Orchestra of the Americas, Dimitri Shotakovich, The Recording Consort	N/A	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93	1	0.007584249084249084249084249084
ES	Alqhai & Alqhai	A	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	36	0.1399423974255832662912308930
FR	Alqhai & Alqhai	P	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	1	0.008453275109170305676855895197
SE	Alqhai & Alqhai	A	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	1	0.00244
FR	Alqhai & Alqhai	A	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	1	0.001854945054945054945054945055
ES	Alqhai & Alqhai	P	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	3	0.01166227390180878552971576228
ES	Alqhai & Alqhai	U	spotify:track:4pLrHojct3mh4xxkcPJvg6		8429085254191	MX2831000783	L'Orfeo: Toccata	Accademia del Piacere | Fahmi Alqhai	N/A	Amori di Marte	6	0.02332410032715376226826608506
ES	Cantus Records	U	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	3	0.01166205016357688113413304253
ES	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.003887424633936261843238587425
US	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	4	0.03033699633699633699633699634
SE	Cantus Records	U	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.00498
NL	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	3	0.02742457627118644067796610169
BE	Cantus Records	A	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.003886170212765957446808510638
FR	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.008453275109170305676855895197
NO	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.01109275362318840579710144928
SE	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	2	0.01638914027149321266968325792
DK	Cantus Records	P	spotify:track:4ZZ07YHNJk7aNoBeCz619c		7502258850268	MX2831000620	Sonata B flat Major, TWV 42: B4: Siciliana	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.01120188679245283018867924528
ES	Videophonic	A	spotify:track:5dBuI6MeZzvO9ZTC4k9RMs		7502258850473	MX2831000945	Cinq danses exotiques pour saxophone alto et piano: II. Baiao	Patricia Castillo, Abel Pérez Pitón	N/A	El Saxofón de Concierto	32	0.1243932421560740144810941271
US	Videophonic	P	spotify:track:5dBuI6MeZzvO9ZTC4k9RMs		7502258850473	MX2831000945	Cinq danses exotiques pour saxophone alto et piano: II. Baiao	Patricia Castillo, Abel Pérez Pitón	N/A	El Saxofón de Concierto	1	0.007584249084249084249084249084
ES	Videophonic	U	spotify:track:5dBuI6MeZzvO9ZTC4k9RMs		7502258850473	MX2831000945	Cinq danses exotiques pour saxophone alto et piano: II. Baiao	Patricia Castillo, Abel Pérez Pitón	N/A	El Saxofón de Concierto	2	0.007774700109051254089422028354
NL	Videophonic	A	spotify:track:5dBuI6MeZzvO9ZTC4k9RMs		7502258850473	MX2831000945	Cinq danses exotiques pour saxophone alto et piano: II. Baiao	Patricia Castillo, Abel Pérez Pitón	N/A	El Saxofón de Concierto	3	0.004541803278688524590163934425
US	Cantus Records	A	spotify:track:5rxocmZobLuTSu0DgtruC7		7502258850299	MX2831000694	Viole da gamba: Fantasia a 3 viole	Various Artists, Anon. 15th-16th c.	N/A	Dictionary of Medieval & Renaissance Instruments	1	0.001042984542211652794292508918
GB	Cantus Records	P	spotify:track:5rxocmZobLuTSu0DgtruC7		7502258850299	MX2831000694	Viole da gamba: Fantasia a 3 viole	Various Artists, Anon. 15th-16th c.	N/A	Dictionary of Medieval & Renaissance Instruments	1	0.01256298076923076923076923077
GB	Cantus Records	U	spotify:track:5rxocmZobLuTSu0DgtruC7		7502258850299	MX2831000694	Viole da gamba: Fantasia a 3 viole	Various Artists, Anon. 15th-16th c.	N/A	Dictionary of Medieval & Renaissance Instruments	3	0.02006950354609929078014184397
US	Cantus Records	P	spotify:track:5rxocmZobLuTSu0DgtruC7		7502258850299	MX2831000694	Viole da gamba: Fantasia a 3 viole	Various Artists, Anon. 15th-16th c.	N/A	Dictionary of Medieval & Renaissance Instruments	1	0.007584249084249084249084249084
US	Quindecim Recordings	A	spotify:track:5VjVat4y9gVoCOHQqsRsk6		7509708051503	MX2831200844	Quintette (1967): II. Vivace	Mexico City Woodwind Quintet, Jacques Hetu	N/A	Dreams For One America	2	0.002085969084423305588585017836
ES	Quindecim Recordings	A	spotify:track:5VjVat4y9gVoCOHQqsRsk6		7509708051503	MX2831200844	Quintette (1967): II. Vivace	Mexico City Woodwind Quintet, Jacques Hetu	N/A	Dreams For One America	1	0.003887288817377312952534191472
US	Videophonic	A	spotify:track:6eXCEhdYALgT88TJPCARWq		7502258850510	MX2831001003	Bantman Step	Cuarteto de Saxofones de México, H. Jentes	N/A	Clarinetemente Saxual, Transparencias	1	0.001042984542211652794292508918
ES	Quindecim Recordings	A	spotify:track:6BAPgHQF39VRIK1OrvFSob		7509708112235	MX2831200345	Matilde, o México en 1810: Acto IV - "Loa De Antonio Al Pueblo De Dolores"	José Miramontes Zapata, Coro y Orquesta Sinfónica de San Luis Potosí, Julián Carrillo	N/A	Matilde, o México en 1810	7	0.02721102172164119066773934030
ES	Videophonic	T	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.01668181818181818181818181818
BE	Videophonic	A	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.003886170212765957446808510638
US	Videophonic	A	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	14	0.01460178359096313912009512485
US	Videophonic	U	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.005071917808219178082191780822
ES	Videophonic	U	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.003887350054525627044711014177
ES	Videophonic	A	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	7	0.02721102172164119066773934030
ES	Videophonic	P	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.003887424633936261843238587425
US	Videophonic	P	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	8	0.06067399267399267399267399267
SE	Videophonic	P	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	10	0.08194570135746606334841628959
SE	Videophonic	U	spotify:track:0E2KtoltZNqmUzkUWZERVz		7502258850619	MX2831001057	Beatle Blue Suite Op. 20: Till there was you	Alejandro Corona	N/A	BlueMoods	1	0.00498
FR	Cantus Records	P	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.008453275109170305676855895197
SE	Cantus Records	U	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	2	0.00996
SE	Cantus Records	P	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	3	0.02458371040723981900452488688
DK	Cantus Records	P	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.01120188679245283018867924528
US	Cantus Records	P	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	3	0.02275274725274725274725274725
ES	Cantus Records	U	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	2	0.007774700109051254089422028354
NL	Cantus Records	P	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	2	0.01828305084745762711864406780
BE	Cantus Records	A	spotify:track:0UGSK2h3hxWlogFulyL96z		7502258850268	MX2831000618	Sonata B flat Major, TWV 42: B4: Dolce	Tripla Concordia, Georg Philipp Telemann	N/A	G. Ph. Teleman & J.S. Bach: Sonatas & Trios	1	0.003886170212765957446808510638
US	Videophonic	A	spotify:track:1jdfRPrWZNpmjB1jzbIo6v		7502258850466	MX2831000921	Porgy and Bess Suite: "There's Aboat Dat's Leavin Soon for New York"	Cuarteto de Saxofones de México, George Gershwin	N/A	Joplin & Gershwin	4	0.004171938168846611177170035672
ES	Quindecim Recordings	A	spotify:track:1syAaneQ4RZlfHV4QVRdi1		7509708970187	MX2831201560	Danza Cubana No. 7	Gustavo Rivero Weber, Mario Ruiz Armengol	N/A	Música Mexicana para Piano Vol. 2	3	0.01166186645213193885760257442
ES	Quindecim Recordings	P	spotify:track:2ANxxGbdLDdFfmUelNiJqq		7509708041306	MX2831200946	Polaca	Józef Olechowski, Ernesto Elorduy	N/A	Mexican Mazurcas	1	0.003887424633936261843238587425
ES	Quindecim Recordings	P	spotify:track:3VMn8NtwCImESXxkzN6hY1		7509708970224	MX2831000126	Cuarteto De Cuerdas No.1 En Do Menor Op.51 No.1: IV. Allegro Alla Breve	Cuarteto de Cuerdas Ruso-Americano, Johannes Brahms	N/A	Johannes Brahms: String Quartets	1	0.003887424633936261843238587425
ES	Quindecim Recordings	A	spotify:track:48JxWtAsilEnhruutpfzs6		7509708020967	MX2831201233	Cancion Banal	Alberto Cruzprieto, Zulyamir Lopezríos, Carlos Jiménez Mabarak	N/A	Sueño: Canciones de Mabarak	5	0.01943644408688656476267095736
SE	Cantus Records	P	spotify:track:4tnrZt65x5radLUZkf2WRO		7502258850091	MX2831000174	Sonata 6, C Major: Largo	Fabrizio Cipriani, Antonio Fantinuoli, Michele Mascitti	N/A	Michele Mascitti: 6 sonate op. 2	1	0.008194570135746606334841628959
ES	Cantus Records	P	spotify:track:4tnrZt65x5radLUZkf2WRO		7502258850091	MX2831000174	Sonata 6, C Major: Largo	Fabrizio Cipriani, Antonio Fantinuoli, Michele Mascitti	N/A	Michele Mascitti: 6 sonate op. 2	1	0.003887424633936261843238587425
ES	Cantus Records	A	spotify:track:5wqyqVcEg2J94mC2zvV85K		7502258850282	MX2831000151	Cueurs desolez	Concerto Palatino, Concerto Palatino, Currende Consort, Erik van Nevel, J. Lebloitte dit Desprez, Currende Consor	N/A	Vous ou la mort: Flemish courtly love songs, 15th c.	28	0.1088440868865647626709573612
ES	Quindecim Recordings	A	spotify:track:5A1ZSYFOzZ06uDXjTMuhwA		7509708051374	MX2831200119	Sonata Op.1 No.8: IV. Aria - Allegro	Luis Miguel Correa, Jose Suarez, Gimena Jiménez Cacho, Giuseppe Maria Jacchini	N/A	Birth of the Cello	10	0.03887288817377312952534191472
ES	Cantus Records	U	spotify:track:6iUzGJgVJUIl04iP5gv9XF		7502258850015	MX2831000003	L'autrier jost'una sebissa	La Reverdie, La Reverdie, Marcabru	N/A	Bestiarium: Animals and Nature in the Middle Age	2	0.007774700109051254089422028354
ES	Cantus Records	A	spotify:track:6iUzGJgVJUIl04iP5gv9XF		7502258850015	MX2831000003	L'autrier jost'una sebissa	La Reverdie, La Reverdie, Marcabru	N/A	Bestiarium: Animals and Nature in the Middle Age	5	0.01943644408688656476267095736
ES	Cantus Records	P	spotify:track:6iUzGJgVJUIl04iP5gv9XF		7502258850015	MX2831000003	L'autrier jost'una sebissa	La Reverdie, La Reverdie, Marcabru	N/A	Bestiarium: Animals and Nature in the Middle Age	2	0.007774849267872523686477174850
