Start Report	End Report	ISRC	Artist	Title	Album	UPC	Country	Nb of plays	Royalties	Service	Provider	provider_id	Label
01-11-2012	30-11-2012	MX2831000769	Ensemble Gilles Binchois	Je ne cuit pas	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000770	Ensemble Gilles Binchois	Doulz viaire gracieus	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000770	Ensemble Gilles Binchois	Doulz viaire gracieus	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000771	Ensemble Gilles Binchois	Christe, qui lux est/Veni creator spiritus	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000771	Ensemble Gilles Binchois	Christe, qui lux est/Veni creator spiritus	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000772	Ensemble Gilles Binchois	Qui des couleurs	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000772	Ensemble Gilles Binchois	Qui des couleurs	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000773	Ensemble Gilles Binchois	Puisquâ€™en oubli	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000773	Ensemble Gilles Binchois	Puisquâ€™en oubli	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000774	Ensemble Gilles Binchois	Dame ne regardes pas	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	4	0.0061	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000774	Ensemble Gilles Binchois	Dame ne regardes pas	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000775	Ensemble Gilles Binchois	Doulz amis	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000775	Ensemble Gilles Binchois	Doulz amis	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000776	Ensemble Gilles Binchois	Long sont mi jour	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000776	Ensemble Gilles Binchois	Long sont mi jour	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000777	Ensemble Gilles Binchois	Tels rit au main	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000777	Ensemble Gilles Binchois	Tels rit au main	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000778	Ensemble Gilles Binchois	Liement me deport	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000778	Ensemble Gilles Binchois	Liement me deport	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000779	Ensemble Gilles Binchois	Des que on porroit les estoilles nombrer	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000779	Ensemble Gilles Binchois	Des que on porroit les estoilles nombrer	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000780	Ensemble Gilles Binchois	De toutes flours	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	4	0.0061	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000780	Ensemble Gilles Binchois	De toutes flours	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	2	0.0298	MBPP	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000780	Ensemble Gilles Binchois	De toutes flours	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000781	Ensemble Gilles Binchois	Mon cuer, ma suer Ã¥	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000781	Ensemble Gilles Binchois	Mon cuer, ma suer Ã¥	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000782	Ensemble Gilles Binchois	Felix virgo/Inviolata genitrix	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000782	Ensemble Gilles Binchois	Felix virgo/Inviolata genitrix	Guillaume de Machaut: Le vray remÃ¨de dâ€™amour	7502258850305	FR	1	0.0057	MPRM	The Recording Consort (MERLIN)	167	Cantus Records
01-11-2012	30-11-2012	MX2831000845	Tlen Huicani	El Jarocho	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000846	Tlen Huicani	El colas	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000848	Tlen Huicani	El toro retozon	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000851	Tlen Huicani	La bruja	PasiÃ³n Jarocha	7502258850404	BE	3	0.0032	MPRM	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000851	Tlen Huicani	La bruja	PasiÃ³n Jarocha	7502258850404	FR	9	0.1342	MBPP	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000851	Tlen Huicani	La bruja	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000852	Tlen Huicani	El gavilancito	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000854	Tlen Huicani	El jaqueton	PasiÃ³n Jarocha	7502258850404	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000854	Tlen Huicani	El jaqueton	PasiÃ³n Jarocha	7502258850404	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000855	Tlen Huicani	El fandanguito	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000856	Tlen Huicani	El balaju	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000857	Tlen Huicani	La risa	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000859	Tlen Huicani	EL huapanguito	PasiÃ³n Jarocha	7502258850404	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000213	Alejandro Corona Jazz Trio	Encuentro, Op. 13 for French horn, tuba & piano	GÃ©nesis	7502258850633	FR	3	0.0046	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000860	Tlen Huicani	La china que yo tenÃ­a	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000861	Tlen Huicani	A unos ojos	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000862	Tlen Huicani	Danza del colibrÃ­	Latinoamericano	7502258850435	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000863	Tlen Huicani	El cantar de mi guitarra	Latinoamericano	7502258850435	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000864	Tlen Huicani	QuÃ© serÃ¡ de ti	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000865	Tlen Huicani	Quisiera ser	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000866	Tlen Huicani	NiÃ±a bonita	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000867	Tlen Huicani	Concierto en la llanura	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000868	Tlen Huicani	En mi corrio	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000869	Tlen Huicani	Mi amigo el camino	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000870	Tlen Huicani	Aquella noche	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000871	Tlen Huicani	Mis noches sin ti	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000872	Tlen Huicani	Alcavaran compaÃ±ero	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000873	Tlen Huicani	Esquiva	Latinoamericano	7502258850435	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000874	Tlen Huicani	Kirpa	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000875	Tlen Huicani	Mis blancas mariposas	Latinoamericano	7502258850435	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000876	Tlen Huicani	Rosario	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000877	Tlen Huicani	Rumbendo Pa'l litoral	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000878	Tlen Huicani	El mar juega con la arena	Latinoamericano	7502258850435	FR	2	0.0188	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000879	Tlen Huicani	Serenata huasteca	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000880	Tlen Huicani	Veracruz	Latinoamericano	7502258850435	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831000907	Cuarteto de Saxofones de MÃ©xico	La Historia del Tango: IV. Concert d'aujourd'hui	Portales de Madrugada	7502258850459	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000908	Cuarteto de Saxofones de MÃ©xico	Jazz Mosaics No. 4: I. Passing Gear	Portales de Madrugada	7502258850459	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000910	Cuarteto de Saxofones de MÃ©xico	Jazz Mosaics No. 4: III. Poultry in Motion	Portales de Madrugada	7502258850459	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000911	Cuarteto de Saxofones de MÃ©xico	Portales de Madrugada: DanzÃ³n No. 5 for Four Saxophones	Portales de Madrugada	7502258850459	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000912	Cuarteto de Saxofones de MÃ©xico	Fantaseando Sobre El Coti-Coti for Four Saxophones	Portales de Madrugada	7502258850459	FR	3	0.0046	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000913	Cuarteto de Saxofones de MÃ©xico	Cuban Overture	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000918	Cuarteto de Saxofones de MÃ©xico	Porgy and Bess Suite: "I Got Plenty O' Nuttin"	Joplin & Gershwin	7502258850466	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000919	Cuarteto de Saxofones de MÃ©xico	Porgy and Bess Suite: "It Ain't Necessarily So"	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000920	Cuarteto de Saxofones de MÃ©xico	Porgy and Bess Suite: "Summertime"	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000921	Cuarteto de Saxofones de MÃ©xico	Porgy and Bess Suite: "There's Aboat Dat's Leavin Soon for New York"	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000922	Cuarteto de Saxofones de MÃ©xico	Just Another Rhumba	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000923	Cuarteto de Saxofones de MÃ©xico	Elite Syncopations	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000924	Cuarteto de Saxofones de MÃ©xico	Rag Time Dance	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000925	Cuarteto de Saxofones de MÃ©xico	The Easy Winners	Joplin & Gershwin	7502258850466	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000926	Cuarteto de Saxofones de MÃ©xico	Swipesy	Joplin & Gershwin	7502258850466	FR	3	0.0046	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000926	Cuarteto de Saxofones de MÃ©xico	Swipesy	Joplin & Gershwin	7502258850466	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000927	Cuarteto de Saxofones de MÃ©xico	Maple Leaf Rag	Joplin & Gershwin	7502258850466	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000928	Cuarteto de Saxofones de MÃ©xico	Pine Apple Rag	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000929	Cuarteto de Saxofones de MÃ©xico	Heliotrope Bouquet	Joplin & Gershwin	7502258850466	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000930	Cuarteto de Saxofones de MÃ©xico	Stoptime	Joplin & Gershwin	7502258850466	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000931	Cuarteto de Saxofones de MÃ©xico	Scott Joplin's New Rag	Joplin & Gershwin	7502258850466	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000972	Cuarteto de Saxofones de MÃ©xico	La CamagÃ¼eyana	MangÃ¼e	7502258850497	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000976	Cuarteto de Saxofones de MÃ©xico	Monk-Tuno	MangÃ¼e	7502258850497	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000977	Cuarteto de Saxofones de MÃ©xico	Mambo en Sax	MangÃ¼e	7502258850497	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000982	Cuarteto de Saxofones de MÃ©xico	Preludio Cubano	MangÃ¼e	7502258850497	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831000984	Cuarteto de Saxofones de MÃ©xico	Son	MangÃ¼e	7502258850497	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001144	Cuarteto de Saxofones de MÃ©xico	Chega de Saudade	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001145	Cuarteto de Saxofones de MÃ©xico	Wave	Homenaje a Jobim	7502258850602	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001146	Cuarteto de Saxofones de MÃ©xico	Desafinado	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001147	Cuarteto de Saxofones de MÃ©xico	Insensatez	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001148	Cuarteto de Saxofones de MÃ©xico	Garota de Ipanema	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001149	Cuarteto de Saxofones de MÃ©xico	Lamento	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001150	Cuarteto de Saxofones de MÃ©xico	Triste	Homenaje a Jobim	7502258850602	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001151	Cuarteto de Saxofones de MÃ©xico	MeditaciÃ³n	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001152	Cuarteto de Saxofones de MÃ©xico	Mojave	Homenaje a Jobim	7502258850602	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001153	Cuarteto de Saxofones de MÃ©xico	Corcovado	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001154	Cuarteto de Saxofones de MÃ©xico	The red Blouse	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001155	Cuarteto de Saxofones de MÃ©xico	SÃ³ DanÃ§o Samba	Homenaje a Jobim	7502258850602	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831001229	Tlen Huicani	Navidad Jarocha	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001230	Tlen Huicani	Corre Caballito	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001230	Tlen Huicani	Corre Caballito	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001231	Tlen Huicani	La peregrinaciÃ³n	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001231	Tlen Huicani	La peregrinaciÃ³n	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001232	Tlen Huicani	Los peces en el rÃ­o	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001232	Tlen Huicani	Los peces en el rÃ­o	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001233	Tlen Huicani	QuÃ© le daremos al niÃ±o	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001234	Tlen Huicani	Los Reyes Magos	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001234	Tlen Huicani	Los Reyes Magos	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001235	Tlen Huicani	Rompemos piÃ±atas	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001236	Tlen Huicani	Si la Virgen fuera andina	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001236	Tlen Huicani	Si la Virgen fuera andina	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001237	Tlen Huicani	Farolito	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001237	Tlen Huicani	Farolito	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001240	Tlen Huicani	Mi burrito sabanero	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0015	MMOD	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831001243	Tlen Huicani	La rama	Navidad con Tlen-Huicani	7502258850695	FR	1	0.0094	MPLS	The Recording Consort (MERLIN)	167	Tlen Huicani
01-11-2012	30-11-2012	MX2831200024	YOA Orchestra of the Americas, Carlos Miguel Prieto	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93 II. Allegro	Dimitri Shostakovich, Symphony No. 10 in E minor Op. 93	7502258850725	FR	2	0.003	MMOD	The Recording Consort (MERLIN)	167	iTinerant Classics
01-11-2012	30-11-2012	MX2831200027	Orquesta de CÃ¡mara de Xalapa	Obertura de la suite orquesta No. 1 en Do Mayor BWV 1066	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200028	Orquesta de CÃ¡mara de Xalapa	Concierto para violÃ­n y orquesta de cuerdas en Mi bemol Mayor, I. Presto	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200029	Orquesta de CÃ¡mara de Xalapa	Concierto para violÃ­n y orquesta de cuerdas en Mi bemol Mayor, II. Largo	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200030	Orquesta de CÃ¡mara de Xalapa	Concierto para violÃ­n y orquesta de cuerdas en Mi bemol Mayor, III. Presto	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200031	Antonio MÃ©ndez	Concierto de Brandenburgo No. 3, I. Allegro	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200032	Antonio MÃ©ndez	Concierto de Brandenburgo No. 3, II. Adagio	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200033	Antonio MÃ©ndez	Concierto de Brandenburgo No. 3, III. Allegro	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
01-11-2012	30-11-2012	MX2831200034	Patricia Castillo	Concierto a dos clavecines en Do Mayor BWV 1061, I. Allegro	150 aÃ±os de arte barroco	7502258850732	FR	1	0.0149	MBPP	The Recording Consort (MERLIN)	167	Videophonic
